ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,Producer,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters
301,Arabica,yunnan coffee exchange,China,pu’er specialty coffee cupping center,yunnan coffee exchange,yunnan,Pu’er Specialty Coffee Cupping Center,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,83.75,0.1,Green,Yunnan Coffee Exchange,1650.0
302,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,huila,FRANKLIN DUSSAN,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,83.75,0.0,Green,Almacafé,442.0
303,Arabica,nile highland arabica coffee farmers,Uganda,erussi farmers group,nile highlands arabica coffee farmers,west nile,Nile Highland Arabica Coffee Farmers,Uganda Coffee Development Authority,2013,"June 30th, 2014",Nile Highland Arabica Coffee Farmers,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,83.75,0.12,Green,Uganda Coffee Development Authority,1400.0
304,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,Specialty Coffee Association,2013,"June 9th, 2014",German Negron,Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,83.75,0.12,Green,Specialty Coffee Association,853.44
305,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2014,"February 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,83.75,0.0,Green,Almacafé,1775.0
306,Arabica,olam agro colombia,Colombia,,olam international ltd,huila,,Almacafé,2014,"January 24th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,83.75,0.0,Green,Almacafé,1550.0
307,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2013,"November 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,83.75,0.0,Blue-Green,Almacafé,1750.0
308,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2013,"August 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,83.75,0.11,Green,Almacafé,1750.0
309,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2013,"May 2nd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,83.75,0.0,Bluish-Green,Specialty Coffee Association,
310,Arabica,saul m. hernandez ramirez,Mexico,naranjal,,"huazalingo, hidalgo","MARTINEZ MAGDALENA, AGAPITA",AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,83.75,0.13,,AMECAFE,700.0
311,Arabica,the coffee source inc.,Guatemala,several farms,the coffee source inc.,quetzaltenango,Several producres,Specialty Coffee Association,2012,"May 24th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,83.75,0.11,Bluish-Green,Specialty Coffee Association,1300.0
312,Arabica,carcafe ltda ci,Colombia,,,cauca,Carlos Peneche/Jesus Peneche/Flor Chacón,Almacafé,11-Jan,"April 20th, 2011",CARCAFE LTDA CI,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,83.75,0.1,,Almacafé,1600.0
313,Arabica,exportadora de cafe condor s.a,Colombia,,,cundinamarca,,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,83.75,0.06,,Almacafé,1600.0
314,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,83.75,0.0,,Specialty Coffee Association,
315,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,83.67,0.11,Green,Brazil Specialty Coffee Association,890.0
316,Arabica,kennedy macharia,Kenya,,taylor winch (coffee) ltd,meru county,NCHOROIBORO / KIRIANI FACTORY,Kenya Coffee Traders Association,2017,"September 1st, 2017",Kennedy Macharia,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,83.67,0.11,Bluish-Green,Kenya Coffee Traders Association,1700.0
317,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,comayagua,Reinerio Zepeda,Instituto Hondureño del Café,2016,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,83.67,0.1,Green,Instituto Hondureño del Café,1400.0
318,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,RONALDO LACAYO CARDENAL,Instituto Hondureño del Café,2016,"May 11th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,83.67,0.1,Green,Instituto Hondureño del Café,1250.0
319,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,83.67,0.11,Green,Brazil Specialty Coffee Association,934.0
320,Arabica,"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,taiwan coffee laboratory,"leye, alishan township, chiayi county","FANG,ZHENG-LUN 方政倫",Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,83.67,0.1,Bluish-Green,Specialty Coffee Association,1200.0
321,Arabica,"ceca, s.a.",Costa Rica,,"ceca,s.a.",west valley,,Specialty Coffee Association of Costa Rica,,"March 14th, 2016","CECA, S.A.",,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,83.67,0.11,Blue-Green,Specialty Coffee Association of Costa Rica,1350.0
322,Arabica,doi tung development project,Thailand,,doi tung development project,thailand,Doi Tung Development Project,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,83.67,0.12,Bluish-Green,Specialty Coffee Association,800.0
323,Arabica,rob stephen,Colombia,,olam specialty coffee,huila,Agrotello Coop,Specialty Coffee Association,2014/2015,"November 21st, 2014",Rob Stephen,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,83.67,0.11,,Specialty Coffee Association,1625.0
324,Arabica,juan luis alvarado romero,Guatemala,finca las cuevitas,exportcafe,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,Asociacion Nacional Del Café,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,83.67,0.1,Green,Asociacion Nacional Del Café,1356.6648
325,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila supremo,,Almacafé,2013,"October 29th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,83.67,0.0,Green,Almacafé,1750.0
326,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,Huila,Almacafé,2013,"August 16th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,83.67,0.0,Green,Almacafé,1900.0
327,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,"AGRICOLA MONTE VERDE, S.A.",Asociacion Nacional Del Café,2013,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,83.67,0.12,Green,Asociacion Nacional Del Café,1310.64
328,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,83.67,0.11,Green,Asociacion Nacional Del Café,1310.64
329,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2012,"November 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,83.67,0.11,Green,Almacafé,1750.0
330,Arabica,the coffee source inc.,Guatemala,finca quequesquez,the coffee source inc.,oriente,Finca Quequesquez,Specialty Coffee Association,2012,"August 23rd, 2012",The Coffee Source Inc.,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,83.67,0.11,Green,Specialty Coffee Association,1450.0
331,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,83.67,0.11,Green,Asociacion Nacional Del Café,1310.64
332,Arabica,juan luis ortega carballo,Mexico,finca apoxtla,,xicotepec de juarez,JUAN LUIS ORTEGA CARBALLO,AMECAFE,2012,"July 2nd, 2012",JUAN LUIS ORTEGA CARBALLO,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,83.67,0.12,Green,AMECAFE,1100.0
333,Arabica,ekai international company ltd.,Indonesia,"ijen highland, east java",scai,east java,PT. Perkebunan Nusantara XII,Specialty Coffee Association of Indonesia,2012,"May 23rd, 2012",EKAI International Company Ltd.,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,83.67,0.12,Green,Specialty Coffee Association of Indonesia,1400.0
334,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.","sacatepequez, guatemala","SIEMBRAS VISION, S.A",Asociacion Nacional Del Café,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,83.67,0.1,Green,Asociacion Nacional Del Café,1524.0
335,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,Specialty Coffee Association,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,83.67,0.0,,Specialty Coffee Association,
336,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,83.58,0.11,Green,Brazil Specialty Coffee Association,890.0
337,Arabica,juan luis alvarado romero,Guatemala,finca santa clara,exportcafe,huehuetenango,JUAN RAMIREZ MORALES,Asociacion Nacional Del Café,2016,"July 5th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,83.58,0.11,Green,Asociacion Nacional Del Café,1128.3696
338,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,83.58,0.11,Green,Almacafé,
339,Arabica,yunnan coffee exchange,China,menglian mang pan professional cooperative,yunnan coffee exchange,yunnan,Menglian Mang Pan Professional Cooperative,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,83.58,0.1,Green,Yunnan Coffee Exchange,1100.0
340,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,83.58,0.12,Green,Almacafé,1775.0
341,Arabica,andreas kussmaul,Mexico,exportadora café california,exportadora café california,"chiapas, jaltenango",Exportadora Café California,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"May 12th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,83.58,0.12,Green,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,1200.0
342,Arabica,essencecoffee,Ethiopia,lomi tasha,essence coffee,yirgacheffe,LevelUp,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,83.58,0.0,,Blossom Valley International,1850.0
343,Arabica,bulamburi coffee farmers association,Uganda,bulamburi coffee farmers,bulamburi coffee farmers association,eastern,Bulamburi coffee farmers association,Uganda Coffee Development Authority,2013,"June 27th, 2014",Bulamburi coffee farmers association,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,83.58,0.12,Green,Uganda Coffee Development Authority,1800.0
344,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,cundinamarca,,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,83.58,0.0,Green,Almacafé,1600.0
345,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2014,"March 13th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,83.58,0.12,Green,Almacafé,1550.0
346,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2014,"March 21st, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,83.58,0.0,,Almacafé,1550.0
347,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Gu zhi min 古智閔,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,83.58,0.11,Green,Blossom Valley International,1000.0
348,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,huila,LA PLATA,Almacafé,2012,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,83.58,0.11,Green,Almacafé,1775.0
349,Arabica,alfredo bojalil,Mexico,ojo de agua,ecomtrading,xalapa,JULIAN ALBERTO URRUTIA MOYA,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,83.58,0.12,,AMECAFE,1000.0
350,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,Almacafé,2012,"April 2nd, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,83.58,0.11,Green,Almacafé,2136.0
351,Arabica,nucoffee,Brazil,fazenda jericó,nucoffee,south of minas,Alvaro Resende Aguiar,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,83.58,0.12,Blue-Green,NUCOFFEE,1100.0
352,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,Almacafé,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,83.5,0.0,Bluish-Green,Almacafé,1799.0
353,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,宸嶧國際,,黑咖啡道王憲備0912326001        ,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,83.5,0.11,Blue-Green,Blossom Valley International,
354,Arabica,"ceca, s.a.",Costa Rica,,"ceca,s.a.",tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.5,0.0,Blue-Green,Specialty Coffee Association of Costa Rica,1850.0
355,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,pitalito,Mecias Urbano / Yaniver Alvarez,Almacafé,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,83.5,0.0,Green,Almacafé,1000.0
356,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,83.5,0.1,Bluish-Green,Asociacion Nacional Del Café,1219.2
357,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,huila,La Plata,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,83.5,0.12,Green,Almacafé,1775.0
358,Arabica,damari absalome,"Tanzania, United Republic Of",ano family,tawoca,nkure- meru,Mr & Mrs Damari Absalome,Africa Fine Coffee Association,2015,"November 16th, 2015",Damari Absalome,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,83.5,0.13,Green,Africa Fine Coffee Association,1400.0
359,Arabica,aulia arif syahri,Indonesia,yusrin,pt. olam indonesia,bener meriah,Yusrin,Specialty Coffee Association,2015,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,83.5,0.13,Bluish-Green,Specialty Coffee Association,1500.0
360,Arabica,debesa agro industry plc,Ethiopia,,debesa agro industry plc,oromia,Debesa,METAD Agricultural Development plc,2014,"March 31st, 2015",Debesa Agro Industry Plc,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,83.5,0.1,,METAD Agricultural Development plc,1600.0
361,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,huila,,Almacafé,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,83.5,0.0,,Almacafé,
362,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,83.5,0.11,Green,Almacafé,1850.0
363,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,atitlan,UNEX,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,83.5,0.1,Green,Specialty Coffee Association of Costa Rica,1400.0
364,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,cundinamarca,,Almacafé,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,83.5,0.0,,Almacafé,1650.0
365,Arabica,,Honduras,los hicaques,cigrah,comayagua,Reynerio Zepeda,Instituto Hondureño del Café,2014/2015,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,83.5,0.1,Green,Instituto Hondureño del Café,1350.0
366,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,83.5,0.0,Green,Almacafé,1750.0
367,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,,Almacafé,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,83.5,0.11,Green,Almacafé,1750.0
368,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lban,finca los barreales,xalapa,MANUEL HERRERA JUAREZ,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,83.5,0.13,Green,AMECAFE,1170.0
369,Arabica,miguel cortes moreno,Mexico,,estrategias constructivas corzu s.a. de c.v.,chilón,ARMANDO GUTIERREZ GUZMAN,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,83.5,0.11,Green,AMECAFE,940.0
370,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,,totutla,GABRIEL BERNARD RIVAS ROSS,AMECAFE,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,83.5,0.12,Green,AMECAFE,1400.0
371,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,kanematsu corporation / rnp santo tomas pachuj,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,Asociacion Nacional Del Café,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,83.5,0.1,Green,Asociacion Nacional Del Café,1524.0
372,Arabica,racafe & cia s.c.a,Colombia,,c.i.racafe & cia s.c.a,huila,La Plata,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,83.5,0.11,Green,Almacafé,1775.0
373,Arabica,felipe isaza,Guatemala,conquista / morito,coffee resources inc.,oriente,ConquistaMorito,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,83.5,0.0,Green,Specialty Coffee Association,1402.08
374,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,Specialty Coffee Association,,"March 8th, 2011",Kona Pacific Farmers Cooperative,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,83.5,0.01,,Specialty Coffee Association,
375,Arabica,specialty coffee association of indonesia,Indonesia,pancoer angkrek,,bondowoso,PT. PERKEBUNAN NUSANTARA XII,Specialty Coffee Association of Indonesia,23-Jul-10,"November 29th, 2010",Specialty Coffee Association of Indonesia,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,83.5,0.0,,Specialty Coffee Association of Indonesia,1600.0
376,Arabica,carcafe ltda ci,Colombia,,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,Almacafé,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,83.42,0.0,Green,Almacafé,439.0
